canonical_fixed_pqr,canonical_fixed_pqr_sha256,canonical_pqr,canonical_pqr_sha256,fixed_pqr,fixed_pqr_sha256,hla_charge_donor_model_key,model_key,peptide_modal_charge_donor_model_key,replaced_atom_count,status,total_atom_count
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_059a1481886fcb83_m0.pqr,d8a95906fedec8d9b22d5a8e72ca7a24c90f6d0c33dd0c3a9265e2a4d24d301d,raw_calculations/canonical_pqr/af_271828_V2PMHC_059a1481886fcb83_m0.pqr,d8a95906fedec8d9b22d5a8e72ca7a24c90f6d0c33dd0c3a9265e2a4d24d301d,raw_calculations/fixed_charge/af_271828_V2PMHC_059a1481886fcb83_m0.pqr,eae70e2cc96554c129fdd60c02afb18aaed0bf877bdef19f571218e7c96f0b55,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_059a1481886fcb83|m0,6173,complete,6173
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_059a1481886fcb83_m1.pqr,7384bd0a043541ecdd93580c496e8966f0931db00fba4fda916c7af216ad1ab5,raw_calculations/canonical_pqr/af_271828_V2PMHC_059a1481886fcb83_m1.pqr,7384bd0a043541ecdd93580c496e8966f0931db00fba4fda916c7af216ad1ab5,raw_calculations/fixed_charge/af_271828_V2PMHC_059a1481886fcb83_m1.pqr,162ff795278ce23f757e2277cc51e85c28ff78c2c1fcdc29b98db4a685dcfc7c,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_059a1481886fcb83|m1,af|271828|V2PMHC_059a1481886fcb83|m0,6173,complete,6173
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_059a1481886fcb83_m2.pqr,100b395ed4f49f45c298bdd776f6aaa6f5b6e4d10403c10a25b634279f8827f0,raw_calculations/canonical_pqr/af_271828_V2PMHC_059a1481886fcb83_m2.pqr,3a0b398a1fe583c0e85689331367576eea1deb6f737709422941659ea686f7c2,raw_calculations/fixed_charge/af_271828_V2PMHC_059a1481886fcb83_m2.pqr,0c8ab008710d4248694efc4e281645bda5711083f53ee6186f81cb895b62f0f8,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_059a1481886fcb83|m2,af|271828|V2PMHC_059a1481886fcb83|m0,6170,complete,6172
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_059a1481886fcb83_m3.pqr,5d9a31199e01a2520c8b6f9caa754ec9e0c05da80f4813de50f33f84857432e0,raw_calculations/canonical_pqr/af_271828_V2PMHC_059a1481886fcb83_m3.pqr,7d976df6cf604bf335d7f24732caa836c16b0c0818843e7609aa6b2c682be029,raw_calculations/fixed_charge/af_271828_V2PMHC_059a1481886fcb83_m3.pqr,f14c4c4a2cd0b3fdd564d6176fe4a5df07886b4b4177986d7f60da78fffaa240,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_059a1481886fcb83|m3,af|271828|V2PMHC_059a1481886fcb83|m0,6171,complete,6173
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_059a1481886fcb83_m4.pqr,d58e20771b3f0fb1aec489c344d2c4b621ae95db6773336ddf6a798873dedc36,raw_calculations/canonical_pqr/af_271828_V2PMHC_059a1481886fcb83_m4.pqr,d58e20771b3f0fb1aec489c344d2c4b621ae95db6773336ddf6a798873dedc36,raw_calculations/fixed_charge/af_271828_V2PMHC_059a1481886fcb83_m4.pqr,b96dfad87017e963a304ce82107e38334dc58ed4808703d750877ea61d168b96,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_059a1481886fcb83|m4,af|271828|V2PMHC_059a1481886fcb83|m0,6173,complete,6173
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_059a1481886fcb83_m0.pqr,8e5c480b486a4c5a536611ce641ea99124b5a80d634373b4de04cd2855d627d5,raw_calculations/canonical_pqr/af_314159_V2PMHC_059a1481886fcb83_m0.pqr,8e5c480b486a4c5a536611ce641ea99124b5a80d634373b4de04cd2855d627d5,raw_calculations/fixed_charge/af_314159_V2PMHC_059a1481886fcb83_m0.pqr,dde36fa47481a5f83a557a2b8ea0d970cdbdfcdc442da30d613b85513d3a83c2,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_059a1481886fcb83|m0,6172,complete,6172
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_059a1481886fcb83_m1.pqr,1f5c08afe2c6b179b8e6ddb9030db0a3e301cdc77764a83108cd2ffc70bafbaa,raw_calculations/canonical_pqr/af_314159_V2PMHC_059a1481886fcb83_m1.pqr,b64120d985046d917be065062309c299f5ac579ac31462ab8d3109996afeab91,raw_calculations/fixed_charge/af_314159_V2PMHC_059a1481886fcb83_m1.pqr,af22f768180e3b30e1a2b542abdb978c279c312c773bafe9d4de6067d04ebe03,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_059a1481886fcb83|m1,af|314159|V2PMHC_059a1481886fcb83|m0,6171,complete,6172
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_059a1481886fcb83_m2.pqr,f5b33105765f9cde65fc123b4c307c01735290ab2748c3e8dac481df05d6bfb3,raw_calculations/canonical_pqr/af_314159_V2PMHC_059a1481886fcb83_m2.pqr,c33e8228533d4f2fc60f725031aaec388dcf6cd3da86bd7702ae06bf17c36cbc,raw_calculations/fixed_charge/af_314159_V2PMHC_059a1481886fcb83_m2.pqr,46d3f21c510f830d075a52e923d4eab0529125d003111d17cbfcf0fcd6b64df1,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_059a1481886fcb83|m2,af|314159|V2PMHC_059a1481886fcb83|m0,6171,complete,6172
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_059a1481886fcb83_m3.pqr,ff9174c2ea0c48081f1e0f55ee756f2b15a3b24cb75c9f7a800d19069cc7a528,raw_calculations/canonical_pqr/af_314159_V2PMHC_059a1481886fcb83_m3.pqr,db963ae688682c349115bbb25e0018fc03e9a8fbb75f95501abaf8874726b8f9,raw_calculations/fixed_charge/af_314159_V2PMHC_059a1481886fcb83_m3.pqr,ee10f380a71e1d2fd1fc3e0ad00c0e0886416e970814bff87edd260f7d88594e,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_059a1481886fcb83|m3,af|314159|V2PMHC_059a1481886fcb83|m0,6170,complete,6172
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_059a1481886fcb83_m4.pqr,8bd660825ed20bbada2f5b10853aaf8bf3b9e7a8e0a505c7d8277bec252f3146,raw_calculations/canonical_pqr/af_314159_V2PMHC_059a1481886fcb83_m4.pqr,bd51107e94ae2a3e531416222ac2aeb85038b2d7b5ba08a160757f5812944d6a,raw_calculations/fixed_charge/af_314159_V2PMHC_059a1481886fcb83_m4.pqr,e2d86686e9c7ecf9a74b230178510323d77d9f71d5f94d0881bd13789330aac0,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_059a1481886fcb83|m4,af|314159|V2PMHC_059a1481886fcb83|m0,6171,complete,6172
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_09f27211b3e8bfb0_m0.pqr,1977f0c3e5bdb946984b7a0c51b89f9196edec6f7102e4d6ca5d46c5dd889db4,raw_calculations/canonical_pqr/af_271828_V2PMHC_09f27211b3e8bfb0_m0.pqr,dec29139c23fcfdca8e89e59cabebbce876e7d54212535a0016f4e976aeb2ebd,raw_calculations/fixed_charge/af_271828_V2PMHC_09f27211b3e8bfb0_m0.pqr,8727bdc37e16985200e8ab2ea61a16f614c3726cba4fd4bacff167597652f98f,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_09f27211b3e8bfb0|m0,af|271828|V2PMHC_09f27211b3e8bfb0|m0,6158,complete,6160
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_09f27211b3e8bfb0_m1.pqr,ee4f186301aaa820437ffa44cd4c31d1a46ae2002f37a8f219573f69f91fdab8,raw_calculations/canonical_pqr/af_271828_V2PMHC_09f27211b3e8bfb0_m1.pqr,6dbc926eeba5d88471b0bba0a9b8705202cbef79e5cf2fb29c65f59e1e4b539e,raw_calculations/fixed_charge/af_271828_V2PMHC_09f27211b3e8bfb0_m1.pqr,5a12260e942bd245ef3aefc002c5b94a2572c95a20f412ab5a3586cafe6ab09a,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_09f27211b3e8bfb0|m1,af|271828|V2PMHC_09f27211b3e8bfb0|m0,6160,complete,6160
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_09f27211b3e8bfb0_m2.pqr,376abd58362b0a73c5f52c5d2c845bab9b889dbf3ea38ef2f7cd8150e85b6810,raw_calculations/canonical_pqr/af_271828_V2PMHC_09f27211b3e8bfb0_m2.pqr,0034289854d980ad8b811e123e38a11c00e22d4bca2bf69a1dbaf2ca8e80ebe6,raw_calculations/fixed_charge/af_271828_V2PMHC_09f27211b3e8bfb0_m2.pqr,83509987a80a992614bf5883c2eccce2d2f626b9d7a0f6b21c8296c364ddd0ce,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_09f27211b3e8bfb0|m2,af|271828|V2PMHC_09f27211b3e8bfb0|m0,6161,complete,6162
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_09f27211b3e8bfb0_m3.pqr,49386ada3522bbf2f510de47dcddafab2ec07f89ac3e60af7107ee59758afc82,raw_calculations/canonical_pqr/af_271828_V2PMHC_09f27211b3e8bfb0_m3.pqr,49386ada3522bbf2f510de47dcddafab2ec07f89ac3e60af7107ee59758afc82,raw_calculations/fixed_charge/af_271828_V2PMHC_09f27211b3e8bfb0_m3.pqr,b62459ee3b15559ce89012c8729a26aeb813203b2dddfcf95e8a8d4fefa2b7a7,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_09f27211b3e8bfb0|m3,af|271828|V2PMHC_09f27211b3e8bfb0|m0,6161,complete,6161
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_09f27211b3e8bfb0_m4.pqr,e41676df36513aedc7e6f39cd98e782b86336b975bd4d3905a40f6b4bd1f7b3a,raw_calculations/canonical_pqr/af_271828_V2PMHC_09f27211b3e8bfb0_m4.pqr,3734b7c2e595889c488c876c1b0c56fcf89816ce5905dcf58bb3ca6aa34c72a2,raw_calculations/fixed_charge/af_271828_V2PMHC_09f27211b3e8bfb0_m4.pqr,01a5f6940a83d8572497b2fa3162657336defd13f679ed65992f5d6054ad86f2,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_09f27211b3e8bfb0|m4,af|271828|V2PMHC_09f27211b3e8bfb0|m0,6160,complete,6161
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_09f27211b3e8bfb0_m0.pqr,2b73d4282d703f3df61322e06878922951195e350574600f0f04ea20284121ee,raw_calculations/canonical_pqr/af_314159_V2PMHC_09f27211b3e8bfb0_m0.pqr,2b73d4282d703f3df61322e06878922951195e350574600f0f04ea20284121ee,raw_calculations/fixed_charge/af_314159_V2PMHC_09f27211b3e8bfb0_m0.pqr,46f72a3b24ff69efde0fca3caabb684b003116fbe32e4bc6fc30a8ce52d813b2,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_09f27211b3e8bfb0|m0,af|314159|V2PMHC_09f27211b3e8bfb0|m0,6160,complete,6160
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_09f27211b3e8bfb0_m1.pqr,3eebb575dd1cfd13c7dc05b376e722b2c797e83d873e770de8bc6a599fa7e2b7,raw_calculations/canonical_pqr/af_314159_V2PMHC_09f27211b3e8bfb0_m1.pqr,c922c44ab3cf602c477d258253a14178f8bfe09f6d5cca04df06cdf46e782175,raw_calculations/fixed_charge/af_314159_V2PMHC_09f27211b3e8bfb0_m1.pqr,e46a77e293a25d6933c3234a3c08480b2d0dd2d40270d4d65a7ffc4a5c4a7c5e,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_09f27211b3e8bfb0|m1,af|314159|V2PMHC_09f27211b3e8bfb0|m0,6159,complete,6161
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_09f27211b3e8bfb0_m2.pqr,082a0d0718cb694a1e2dd08362460efd83431aadf0d76722123eaacaf3c8403d,raw_calculations/canonical_pqr/af_314159_V2PMHC_09f27211b3e8bfb0_m2.pqr,082a0d0718cb694a1e2dd08362460efd83431aadf0d76722123eaacaf3c8403d,raw_calculations/fixed_charge/af_314159_V2PMHC_09f27211b3e8bfb0_m2.pqr,dab7b5673362568a728cd2115c38ca4e53cc896a55c2d9b0ee6d312a4cb74582,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_09f27211b3e8bfb0|m2,af|314159|V2PMHC_09f27211b3e8bfb0|m0,6160,complete,6160
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_09f27211b3e8bfb0_m3.pqr,f12904d5bb7f07b2b2f3e3beda6144b758d484fa69e3f3bc36cd1e50659981a1,raw_calculations/canonical_pqr/af_314159_V2PMHC_09f27211b3e8bfb0_m3.pqr,bdca7d28b000cd44deaef16a7e6a68849074743c8c9459e247267289ff19ff15,raw_calculations/fixed_charge/af_314159_V2PMHC_09f27211b3e8bfb0_m3.pqr,ea8539bb96d9c78147220762dea9482e4ccac53efe130ed52836361e84e4085c,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_09f27211b3e8bfb0|m3,af|314159|V2PMHC_09f27211b3e8bfb0|m0,6158,complete,6160
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_09f27211b3e8bfb0_m4.pqr,cc543a61c67a119cb34025a0ee5f4925e2596e3f15da70aaf31948e0a4da9b3e,raw_calculations/canonical_pqr/af_314159_V2PMHC_09f27211b3e8bfb0_m4.pqr,46a5da00adc87bc39900b81804c0204b5fc10fd2e21c2716f41cf360aabdcee4,raw_calculations/fixed_charge/af_314159_V2PMHC_09f27211b3e8bfb0_m4.pqr,b8a2a5592e9e918950d3d2dcaf1b582305867ff39c95023e6b3cd55931ddda9a,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_09f27211b3e8bfb0|m4,af|314159|V2PMHC_09f27211b3e8bfb0|m0,6158,complete,6160
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_0c99052ea98ebd84_m0.pqr,bdda85a1f0f799c11bc191491c5ab72b577401ab269b0d45ea017d5edd4ac502,raw_calculations/canonical_pqr/af_271828_V2PMHC_0c99052ea98ebd84_m0.pqr,bdda85a1f0f799c11bc191491c5ab72b577401ab269b0d45ea017d5edd4ac502,raw_calculations/fixed_charge/af_271828_V2PMHC_0c99052ea98ebd84_m0.pqr,f996c6b65883cc6887ffcd211284396169080f0c3133d936d37ef324233f23bc,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_0c99052ea98ebd84|m0,af|271828|V2PMHC_0c99052ea98ebd84|m0,6161,complete,6161
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_0c99052ea98ebd84_m1.pqr,0e549cd58cfd72c027d1a1a88b41943ada869f552313b67b50947d16fd62226d,raw_calculations/canonical_pqr/af_271828_V2PMHC_0c99052ea98ebd84_m1.pqr,29d6b4afc87c3433474d4e1c56b06ca718738b86c50c67a009a52761c3fa99c0,raw_calculations/fixed_charge/af_271828_V2PMHC_0c99052ea98ebd84_m1.pqr,6860d1e82617bcb8697d16908d4b78d9ab3560202f009dd5e140de1ff294ebf6,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_0c99052ea98ebd84|m1,af|271828|V2PMHC_0c99052ea98ebd84|m0,6160,complete,6161
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_0c99052ea98ebd84_m2.pqr,01fcae0c8f97507eaf99f3a64e299df912e6e640a2be8697e6bcef2c458fd70f,raw_calculations/canonical_pqr/af_271828_V2PMHC_0c99052ea98ebd84_m2.pqr,01fcae0c8f97507eaf99f3a64e299df912e6e640a2be8697e6bcef2c458fd70f,raw_calculations/fixed_charge/af_271828_V2PMHC_0c99052ea98ebd84_m2.pqr,9f2a7495d862e8365a910f73d9e95bff4dee176d1a70f671691005b6c3968a8d,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_0c99052ea98ebd84|m2,af|271828|V2PMHC_0c99052ea98ebd84|m0,6161,complete,6161
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_0c99052ea98ebd84_m3.pqr,13c13cfb4eb5081b5dfc427fdf5deab558e8016e5f4d8b1b71b9ea7bcba5febf,raw_calculations/canonical_pqr/af_271828_V2PMHC_0c99052ea98ebd84_m3.pqr,1ee0a2ae8ae7a081107715df1dd17260830e9fbf2f30d14f58a4e1be67b03dc6,raw_calculations/fixed_charge/af_271828_V2PMHC_0c99052ea98ebd84_m3.pqr,4cfb2d575bc47ea173d708e76d50fb0d7030131ca16d63d616177e183c6f9ca8,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_0c99052ea98ebd84|m3,af|271828|V2PMHC_0c99052ea98ebd84|m0,6160,complete,6162
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_0c99052ea98ebd84_m4.pqr,d0a2bb4bc0b463bc8adf9372c17c3362131252d0f7ddb8f8c75799060360e67a,raw_calculations/canonical_pqr/af_271828_V2PMHC_0c99052ea98ebd84_m4.pqr,e3d4ecb588851ed2f60d1f193503e8c6e8b9e3db6652a164224b39ab818679a8,raw_calculations/fixed_charge/af_271828_V2PMHC_0c99052ea98ebd84_m4.pqr,a5e56faa233383199ff2a4d6ede6112b79f631e6d9abdfa8c99b9633eed84752,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_0c99052ea98ebd84|m4,af|271828|V2PMHC_0c99052ea98ebd84|m0,6158,complete,6160
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_0c99052ea98ebd84_m0.pqr,399c606bcd22d0fb02b5070efc741052b9d8490112ba64c63edaf1e9ca73b3c1,raw_calculations/canonical_pqr/af_314159_V2PMHC_0c99052ea98ebd84_m0.pqr,399c606bcd22d0fb02b5070efc741052b9d8490112ba64c63edaf1e9ca73b3c1,raw_calculations/fixed_charge/af_314159_V2PMHC_0c99052ea98ebd84_m0.pqr,9af8a19bfe5b49253957730803f9be8d26bfb356dca3faf592a27e2a3ed3684f,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_0c99052ea98ebd84|m0,af|314159|V2PMHC_0c99052ea98ebd84|m0,6160,complete,6160
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_0c99052ea98ebd84_m1.pqr,fd2e0374f4ad535fb87a84cf12b2f412d4769c410c4b1bb3c41e7b90617a2ac0,raw_calculations/canonical_pqr/af_314159_V2PMHC_0c99052ea98ebd84_m1.pqr,3808c6e3393c8f01f9d53919fb87a1df760f1bb68fae8ee4d5f8f54dfcbc4483,raw_calculations/fixed_charge/af_314159_V2PMHC_0c99052ea98ebd84_m1.pqr,b14e506fc6e825e0a154a67e501d6cb5b31615ef18531f5390ab9d32f9007b9c,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_0c99052ea98ebd84|m1,af|314159|V2PMHC_0c99052ea98ebd84|m0,6160,complete,6161
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_0c99052ea98ebd84_m2.pqr,8c0c330ea8b0f6a65d9e50aca902c6199a20871bf8a8a5b277a95882e4193ae7,raw_calculations/canonical_pqr/af_314159_V2PMHC_0c99052ea98ebd84_m2.pqr,8c0c330ea8b0f6a65d9e50aca902c6199a20871bf8a8a5b277a95882e4193ae7,raw_calculations/fixed_charge/af_314159_V2PMHC_0c99052ea98ebd84_m2.pqr,c9e9c5e9dff1cf2a8608b5261fd62aec71ee0533208594a8daf4f5a5a3bb9905,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_0c99052ea98ebd84|m2,af|314159|V2PMHC_0c99052ea98ebd84|m0,6160,complete,6160
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_0c99052ea98ebd84_m3.pqr,72a558fc4ec671f66dc585138ea19cba81c3de996579146283a6ed02d8110f2b,raw_calculations/canonical_pqr/af_314159_V2PMHC_0c99052ea98ebd84_m3.pqr,99d9e031f986503254991f904ca2fcef724410c2f66300e198b87f290369a166,raw_calculations/fixed_charge/af_314159_V2PMHC_0c99052ea98ebd84_m3.pqr,3aeb79950e20a1362f4dd4d55fc54f40e50d8c4a202be533a07598a75c10d5fa,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_0c99052ea98ebd84|m3,af|314159|V2PMHC_0c99052ea98ebd84|m0,6159,complete,6161
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_0c99052ea98ebd84_m4.pqr,33710bc18273797f86203fe9692f3034e013d641803612e5ca6dc34024fe4202,raw_calculations/canonical_pqr/af_314159_V2PMHC_0c99052ea98ebd84_m4.pqr,f89667eb10b14203857ceea36c62fb223a8d00c953859fd917a028c272e2187f,raw_calculations/fixed_charge/af_314159_V2PMHC_0c99052ea98ebd84_m4.pqr,bb48f5ddefa45b4a4a07394e920a3d27d932bdedf3db9ab73cc19a73b908d417,af|314159|V2PMHC_059a1481886fcb83|m0,af|314159|V2PMHC_0c99052ea98ebd84|m4,af|314159|V2PMHC_0c99052ea98ebd84|m0,6157,complete,6160
