arm_class,candidate_id,full_potential_kT_per_e,hla_normalized_potential_kT_per_e,hla_only_potential_kT_per_e,model_key,panel_id,point_index,sample_index,solute_dielectric
ebv,EBV_IEDB_090bd09c6880,-1.5070033095356061,-0.40785771028279494,-1.0991455992528112,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,56,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.20825094901680763,1.189894804619091,-1.3981457536358985,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,57,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.019550827122470114,1.5550172029692197,-1.5745680300916898,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,58,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.8048453506589561,2.8209894461670073,-2.0161440955080514,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,59,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.1918627711667097,0.5868888174784983,-0.3950260463117886,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,60,0,2.0
ebv,EBV_IEDB_090bd09c6880,-1.8996457768214035,-0.33442092545684265,-1.5652248513645608,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,61,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.6130187777758626,2.800723052278963,-2.1877042745031003,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,62,0,2.0
ebv,EBV_IEDB_090bd09c6880,-1.4684807710921057,-0.3699598972655076,-1.0985208738265981,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,63,0,2.0
ebv,EBV_IEDB_090bd09c6880,-1.57673752801344,-0.3471767714571399,-1.2295607565563,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,64,0,2.0
ebv,EBV_IEDB_090bd09c6880,-1.6345804123839411,-0.3143035248519459,-1.3202768875319952,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,65,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.28844513659616244,0.9751028656095906,-1.263548002205753,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,66,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.15734673149973336,1.1393934284814564,-1.2967401599811899,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,67,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.005922451764280871,1.4595777957829323,-1.4655002475472132,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,68,0,2.0
ebv,EBV_IEDB_090bd09c6880,1.7834403814543012,1.9756553837434732,-0.1922150022891721,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,69,0,2.0
ebv,EBV_IEDB_090bd09c6880,-20.738842045168465,-20.15491910619808,-0.5839229389703842,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,70,0,2.0
ebv,EBV_IEDB_090bd09c6880,1.218997646027307,1.5085971007464987,-0.2895994547191917,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,71,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.1504107002036564,1.9844460986724644,-1.834035398468808,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,72,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.08813161986911797,1.7003753385741447,-1.6122437187050267,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,73,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.19498481944081503,0.9266672612238831,-1.1216520806646981,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,74,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.07837567729445849,2.2609291058325196,-2.339304783126978,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,75,0,2.0
ebv,EBV_IEDB_090bd09c6880,-57.63182545289213,-57.136372758003795,-0.4954526948883358,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,76,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.819908720901531,-0.11565481798713595,-0.704253902914395,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,77,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.0052807513849367285,0.8397664811215152,-0.845047232506452,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,78,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.7706939968120826,1.2380358435073129,-0.4673418466952302,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,79,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.41935129423499856,2.1415704675734406,-2.560921761808439,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,80,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.37217575012314763,1.453140343717207,-1.0809645935940595,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,81,0,2.0
ebv,EBV_IEDB_090bd09c6880,4.518910285003783,4.766287311865912,-0.2473770268621283,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,82,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.9269533737805948,2.0843921197036437,-3.0113454934842383,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,83,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.1738686057822954,0.8948772101068496,-1.068745815889145,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,84,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.17502753226267717,1.084671403038425,-1.259698935301102,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,85,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.20642519326971895,0.8280362232858538,-1.0344614165555728,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,86,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.5437360214782733,1.681912221745257,-2.2256482432235303,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,87,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.12838765683244177,1.067709457744532,-1.1960971145769739,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,88,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.22261401740899164,0.9121376164537529,-1.1347516338627446,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,89,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.7400188345043723,1.139169959768106,-0.39915112526373364,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,90,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.3138193797839162,0.7776811347725004,-0.46386175498858423,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,91,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.20945454827633103,0.8906363925609073,-1.1000909408372384,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,92,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.42348082832177436,1.4044130283027778,-1.8278938566245522,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,93,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.2372254371498219,0.2889548364104374,-0.5261802735602593,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,94,0,2.0
ebv,EBV_IEDB_090bd09c6880,-1.3210425838558557,1.7875316225918516,-3.1085742064477073,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,95,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.19632559967901275,0.7761995541369909,-0.9725251538160037,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,96,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.17617414296173137,0.8716817196127018,-0.6955075766509704,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,97,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.6798682748880595,1.5024674543236198,-2.182335729211679,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,98,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.07394938717231056,0.5752458250472211,-0.6491952122195317,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,99,0,2.0
ebv,EBV_IEDB_090bd09c6880,-1.223746661257264,1.5634870393346791,-2.787233700591943,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,100,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.03108702217495361,1.0444564218203243,-1.0755434439952778,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,101,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.09514168390118052,1.029728321987819,-1.1248700058889995,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,102,0,2.0
ebv,EBV_IEDB_090bd09c6880,43.240692227818045,43.59748081178581,-0.35678858396776514,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,103,0,2.0
ebv,EBV_IEDB_090bd09c6880,2.6387897287507536,2.9965486190385695,-0.3577588902878161,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,104,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.2183243132234564,0.7239022633864101,-0.9422265766098665,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,105,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.2985591429666965,0.8183075672142386,-1.116866710180935,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,106,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.35146503366211407,1.0108675299159953,-1.3623325635781094,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,107,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.5133903287259691,1.04868783647916,-1.5620781652051292,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,108,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.3907433065965911,0.9148075979424224,-1.3055509045390135,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,109,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.3251283689556126,0.919690544564177,-1.2448189135197896,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,110,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.8817050531708323,1.2325028791267671,-2.1142079322975995,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,111,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.4875467304113314,0.9559835276640318,-0.4684367972527004,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,112,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.22795724823841812,0.7097433045597538,-0.9377005527981719,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,113,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.1777866634887912,0.7656452934939313,-0.58785863000514,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,114,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.16262906289390333,0.7470012159783862,-0.5843721530844829,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,115,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.4461840477530906,0.9682656084225173,-1.414449656175608,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,116,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.9531428947870817,1.1738056137985764,-2.126948508585658,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,117,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.28128771536442665,0.7723717926489713,-1.053659508013398,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,118,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.7225655948045158,1.06899840521421,-1.7915640000187258,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,119,0,2.0
ebv,EBV_IEDB_090bd09c6880,0.39962514804116156,0.8819061339972114,-0.4822809859560499,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,120,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.7028745728784096,1.0002626234915561,-1.7031371963699657,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,121,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.25330267827309294,0.6321009952450607,-0.8854036735181536,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,122,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.9138560451645095,0.9465138534319235,-1.860369898596433,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,123,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.5630692120135912,0.8544143845869752,-1.4174835966005663,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,124,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.3216447383796311,0.6432515633495526,-0.9648963017291836,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,125,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.6981033987590698,0.8015194272127714,-1.4996228259718412,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,126,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.4430760680900137,0.6842139109425402,-1.127289979032554,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,127,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.8844449137563792,0.8543809739699229,-1.738825887726302,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,128,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.39489246032953296,0.6722373508183785,-1.0671298111479115,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,129,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.31933142595066577,0.6134939948975155,-0.9328254208481813,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,130,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.39353834329578863,0.587134992632383,-0.9806733359281716,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,131,0,2.0
ebv,EBV_IEDB_090bd09c6880,-0.6177679546326353,0.6888882168481909,-1.3066561714808262,HY13_SEQ_02__ebv__EBV_IEDB_090bd09c6880__s0,HY13_SEQ_02,132,0,2.0
