target_pair_id,target_validation_label,target_register_assessment,frozen_selected_decoy_count,observed_decoy_row_count,strict_decoy_pair_ids,primary_endpoint,target_score,decoy_score_median,decoy_score_min,decoy_score_max,target_minus_decoy_median,target_rank_among_six,descriptive_within_set_rank_fraction,target_identity_fraction,target_anchor_property_similarity,target_candidate_exposed_property_similarity,evaluation_status
EBV_TCELL_2268720::HUMAN_MYELIN_116170,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_116911,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_116924,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_116976,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_116993,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_116995,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_117009,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_117032,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_117035,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_117039,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_117117,drosu_2024_EBV_glycoprotein,assessable_register_hypothesis,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_incomplete_strict_decoy_set
