pair_id,register_assessment,register_source,ebv_register_status,human_register_status,score_coverage_status,geometry_context_status,appendix_category,exclusion_reason
EBV_TCELL_119155::HUMAN_MYELIN_114806,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_114925,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_115622,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_115636,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_115641,sensitivity_only_unresolved_register,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: Exact-register evidence audit 2026-08-11,iedb_top_core_hypothesis,sensitivity_only_unresolved,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_register_sensitivity_only,An exact same-allele experimental P1-P9 register was not established; retained for sensitivity only.
EBV_TCELL_119155::HUMAN_MYELIN_115648,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_116079,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_116170,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_116911,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_116924,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_116976,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_116993,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_116995,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_117009,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_117032,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_117035,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_117117,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_118650,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_119809,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_119972,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_119973,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_120169,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,unresolved_or_flank_dependent_core,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_119155::HUMAN_MYELIN_120201,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_13572,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: PDB 1BX2,iedb_top_core_hypothesis,experimental_primary_allele_reference,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_13573,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_35803,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_40353,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_40762,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_45514,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_51191,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_5516,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_63975,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_67907,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_73159,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_119155::HUMAN_MYELIN_80095,no_same_register_local_alignment,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,iedb_top_core_hypothesis,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,same_allele_hypothesis_no_matched_register,No aligned residue occupied the same P1-P9 index under the retained same-allele register hypotheses.
EBV_TCELL_1392779::HUMAN_MYELIN_111192,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_112037,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_112191,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_112214,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_112226,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_112319,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_112354,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_112393,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_112603,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_112756,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_112782,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_114366,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_114566,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
EBV_TCELL_1392779::HUMAN_MYELIN_114765,unresolved_or_flank_dependent_core,EBV: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis | Human: IEDB recommended_binding HLA-DRB1*15:01 top-core hypothesis,unresolved_or_flank_dependent_core,iedb_top_core_hypothesis,excluded_nonprimary_register_status,whole_original_local_alignment_only,unresolved_or_flank_dependent_register,The retained predictor record did not provide a unique manifest-contained core for primary same-register comparison.
